player_id,player_name,year,games,goals,npg,shots,assists,yellow_cards,red_cards,position,team_name,time
1084,Jonjoe Kenny,2020,1,0,0,0,0,0,0,D,Everton,78
1304,Moise Kean,2020,2,0,0,1,0,0,0,S,Everton,10
1379,Allan,2020,10,0,0,4,0,4,0,M,Everton,900
1823,Lucas Digne,2020,8,0,0,3,4,0,1,D,Everton,703
2383,André Gomes,2020,7,0,0,3,0,1,0,M S,Everton,457
6477,Cenk Tosun,2020,3,0,0,0,0,2,0,S,Everton,27
6962,Robin Olsen,2020,1,0,0,0,0,0,0,GK,Everton,90
7689,Ben Godfrey,2020,5,0,0,0,0,0,0,D S,Everton,420
8109,Niels Nkounkou,2020,1,0,0,1,0,1,0,D,Everton,70
8150,Anthony Gordon,2020,1,0,0,0,0,0,0,S,Everton,31
986,Danny Ings,2020,8,6,4,17,2,0,0,F S,Southampton,669
843,James Ward-Prowse,2020,11,4,4,10,3,2,0,M,Southampton,990
111,Jannik Vestergaard,2020,10,3,3,5,0,0,0,D S,Southampton,852
7700,Che Adams,2020,11,3,3,20,3,1,0,F,Southampton,961
503,Theo Walcott,2020,6,1,1,14,2,0,0,F M,Southampton,519
842,Oriol Romeu,2020,11,1,1,9,0,4,0,M,Southampton,957
6042,Jan Bednarek,2020,11,1,1,5,0,0,0,D,Southampton,905
6893,Stuart Armstrong,2020,9,1,1,11,2,0,0,M,Southampton,788
7701,Moussa Djenepo,2020,8,1,1,8,0,2,0,M S,Southampton,512
635,Alex McCarthy,2020,11,0,0,0,0,1,0,GK,Southampton,990
790,Nathan Redmond,2020,6,0,0,7,0,0,0,M S,Southampton,328
835,Ryan Bertrand,2020,10,0,0,2,0,1,0,D,Southampton,890
839,Shane Long,2020,8,0,0,1,0,0,0,S,Southampton,47
885,Kyle Walker-Peters,2020,11,0,0,6,1,3,0,D,Southampton,990
1735,Jack Stephens,2020,4,0,0,1,0,1,0,D S,Southampton,313
6504,Michael Obafemi,2020,1,0,0,0,0,0,0,S,Southampton,12
6736,Ibrahima Diallo,2020,5,0,0,0,0,1,0,S,Southampton,16
7983,Daniel N&#039;Lundulu,2020,2,0,0,0,0,0,0,S,Southampton,2
8224,William Smallbone,2020,2,0,0,0,0,0,0,M S,Southampton,111
8456,Nathan Tella,2020,3,0,0,1,0,0,0,S,Southampton,42
755,Jamie Vardy,2020,10,9,4,23,2,1,0,F S,Leicester,829
5956,Youri Tielemans,2020,11,3,1,14,0,3,0,M,Leicester,990
6681,Harvey Barnes,2020,10,3,3,23,1,0,0,F M S,Leicester,720
770,Ayoze Pérez,2020,5,1,1,8,0,1,0,F M,Leicester,358
1234,Dennis Praet,2020,10,1,1,6,1,0,0,M S,Leicester,584
6157,Timothy Castagne,2020,6,1,1,2,2,1,0,D,Leicester,540
6818,James Maddison,2020,10,1,1,13,1,2,0,M S,Leicester,538
7753,James Justin,2020,11,1,1,5,0,2,0,D,Leicester,990
620,Kelechi Iheanacho,2020,5,0,0,5,0,0,0,F S,Leicester,140
745,Kasper Schmeichel,2020,11,0,0,0,0,0,0,GK,Leicester,990
748,Wes Morgan,2020,3,0,0,0,0,0,0,S,Leicester,13
749,Christian Fuchs,2020,7,0,0,3,0,2,0,D S,Leicester,523
753,Marc Albrighton,2020,7,0,0,3,0,0,0,D S,Leicester,342
759,Daniel Amartey,2020,2,0,0,0,0,1,0,D,Leicester,146
807,Jonny Evans,2020,8,0,0,1,0,4,0,D,Leicester,710
1682,Islam Slimani,2020,1,0,0,1,0,0,0,S,Leicester,17
1785,Nampalys Mendy,2020,11,0,0,1,1,3,0,M,Leicester,943
5264,Caglar Söyüncü,2020,4,0,0,2,0,1,0,D,Leicester,360
5545,Wilfred Ndidi,2020,3,0,0,0,0,0,0,D S,Leicester,199
6162,Cengiz Ünder,2020,5,0,0,2,2,0,0,S,Leicester,134
6418,Hamza Choudhury,2020,2,0,0,0,0,0,0,S,Leicester,11
7589,Wesley Fofana,2020,7,0,0,2,0,2,0,D,Leicester,630
8562,Luke Thomas,2020,3,0,0,1,0,1,0,D,Leicester,186
4476,Callum Robinson,2020,11,2,2,11,0,0,0,F S,West Bromwich Albion,541
9040,Conor Gallagher,2020,7,2,2,10,0,3,0,M,West Bromwich Albion,630
964,Kyle Bartley,2020,8,1,1,6,0,1,0,D,West Bromwich Albion,720
6651,Grady Diangana,2020,10,1,1,10,0,0,0,F M S,West Bromwich Albion,707
7153,Matheus Pereira,2020,10,1,1,17,2,1,1,M,West Bromwich Albion,795
7390,Karlan Grant,2020,7,1,1,11,0,0,0,F,West Bromwich Albion,539
545,Kieran Gibbs,2020,2,0,0,0,0,0,1,D,West Bromwich Albion,135
682,Branislav Ivanovic,2020,6,0,0,4,0,1,0,D,West Bromwich Albion,530
978,Sam Johnstone,2020,11,0,0,0,0,0,0,GK,West Bromwich Albion,990
1013,Sam Field,2020,3,0,0,0,0,0,0,S,West Bromwich Albion,56
1689,Jake Livermore,2020,8,0,0,4,0,2,0,M,West Bromwich Albion,662
1737,Matt Phillips,2020,8,0,0,2,0,1,0,M S,West Bromwich Albion,162
1738,Hal Robson-Kanu,2020,5,0,0,4,0,0,0,S,West Bromwich Albion,130
3979,Ahmed Hegazy,2020,1,0,0,0,0,0,0,D,West Bromwich Albion,90
4391,Darnell Furlong,2020,10,0,0,9,2,1,0,D M,West Bromwich Albion,880
4490,Semi Ajayi,2020,10,0,0,0,0,1,0,D,West Bromwich Albion,900
5562,Rekeem Harper,2020,1,0,0,0,0,0,0,S,West Bromwich Albion,20
8756,Dara O&#039;Shea,2020,6,0,0,2,0,0,0,D S,West Bromwich Albion,458
8757,Romaine Sawyers,2020,9,0,0,2,0,2,0,M S,West Bromwich Albion,606
8758,Kyle Edwards,2020,5,0,0,2,0,0,0,M S,West Bromwich Albion,110
8905,Conor Townsend,2020,8,0,0,3,0,0,0,D M,West Bromwich Albion,707
8966,Filip Krovinovic,2020,8,0,0,7,0,0,0,M S,West Bromwich Albion,423
522,Wilfried Zaha,2020,9,7,5,24,2,2,0,F,Crystal Palace,803
606,Christian Benteke,2020,7,2,2,10,0,0,0,F S,Crystal Palace,138
512,Scott Dann,2020,6,1,1,2,0,1,0,D,Crystal Palace,540
532,Cheikhou Kouyaté,2020,11,1,1,7,0,0,0,D M,Crystal Palace,990
672,Jordan Ayew,2020,9,1,1,8,0,0,0,F S,Crystal Palace,611
775,Andros Townsend,2020,10,1,1,11,2,0,0,M,Crystal Palace,845
6027,Jairo Riedewald,2020,9,1,1,2,0,0,0,M S,Crystal Palace,467
8706,Eberechi Eze,2020,10,1,1,10,2,0,0,M S,Crystal Palace,583
485,Mamadou Sakho,2020,4,0,0,1,0,0,0,D S,Crystal Palace,274
510,Joel Ward,2020,5,0,0,0,0,2,0,D,Crystal Palace,450
589,James McCarthy,2020,5,0,0,1,0,1,0,M S,Crystal Palace,335
603,Nathaniel Clyne,2020,6,0,0,2,1,0,0,D,Crystal Palace,523
633,James McArthur,2020,9,0,0,4,1,3,0,M,Crystal Palace,771
699,Gary Cahill,2020,3,0,0,1,0,0,0,D,Crystal Palace,270
730,Patrick van Aanholt,2020,6,0,0,10,1,1,0,D S,Crystal Palace,467
757,Jeffrey Schlupp,2020,9,0,0,8,1,2,0,M S,Crystal Palace,602
1678,Michy Batshuayi,2020,8,0,0,7,1,0,0,F S,Crystal Palace,380
2190,Vicente Guaita,2020,11,0,0,0,0,2,0,GK,Crystal Palace,990
5549,Luka Milivojevic,2020,7,0,0,3,0,1,1,M S,Crystal Palace,311
8214,Tyrick Mitchell,2020,6,0,0,1,0,1,0,D,Crystal Palace,540
65,Timo Werner,2020,11,4,4,28,3,0,0,F M,Chelsea,943
935,Kurt Zouma,2020,10,4,4,8,0,1,0,D,Chelsea,900
702,Tammy Abraham,2020,10,3,3,22,1,0,0,F S,Chelsea,555
1389,Jorginho,2020,7,3,0,6,1,0,0,M S,Chelsea,459
782,Ben Chilwell,2020,8,2,2,9,2,1,0,D,Chelsea,713
502,Olivier Giroud,2020,6,1,1,7,0,0,0,F S,Chelsea,122
2662,Christian Pulisic,2020,5,1,1,9,0,0,0,M S,Chelsea,253
3288,Thiago Silva,2020,7,1,1,2,0,0,0,D,Chelsea,615
5220,Kai Havertz,2020,9,1,1,7,1,1,0,F M S,Chelsea,637
6456,Callum Hudson-Odoi,2020,5,1,1,5,0,0,0,M S,Chelsea,161
7768,Mason Mount,2020,10,1,1,22,2,1,0,F M S,Chelsea,811
8067,Reece James,2020,10,1,1,9,2,2,0,D S,Chelsea,811
8992,Hakim Ziyech,2020,7,1,1,8,3,1,0,F S,Chelsea,389
200,Andreas Christensen,2020,4,0,0,1,0,1,1,D,Chelsea,315
592,Ross Barkley,2020,2,0,0,1,0,0,0,S,Chelsea,35
624,Willy Caballero,2020,1,0,0,0,0,0,0,GK,Chelsea,90
681,César Azpilicueta,2020,5,0,0,2,1,1,0,D S,Chelsea,313
688,Ruben Loftus-Cheek,2020,1,0,0,0,0,0,0,F,Chelsea,65
703,Fikayo Tomori,2020,1,0,0,0,0,0,0,S,Chelsea,43
751,N&#039;Golo Kanté,2020,11,0,0,2,1,1,0,M,Chelsea,984
1245,Emerson,2020,1,0,0,0,0,0,0,S,Chelsea,7
1621,Marcos Alonso,2020,3,0,0,2,0,1,0,D,Chelsea,228
1822,Antonio Rüdiger,2020,1,0,0,0,0,0,0,D,Chelsea,90
2254,Mateo Kovacic,2020,7,0,0,5,1,0,0,M S,Chelsea,407
5061,Kepa,2020,3,0,0,0,0,0,0,GK,Chelsea,270
6880,Edouard Mendy,2020,7,0,0,0,0,0,0,GK,Chelsea,630
1776,Jarrod Bowen,2020,11,4,4,27,1,0,0,F M,West Ham,921
531,Michail Antonio,2020,7,3,3,18,0,1,0,F,West Ham,537
2335,Pablo Fornals,2020,11,2,2,17,2,2,0,F M,West Ham,910
6144,Sébastien Haller,2020,10,2,2,13,0,0,0,F S,West Ham,434
8288,Tomas Soucek,2020,11,2,2,22,0,1,0,M,West Ham,990
528,Angelo Ogbonna,2020,11,1,1,5,0,2,0,D,West Ham,963
535,Manuel Lanzini,2020,5,1,1,2,0,1,0,S,West Ham,57
6892,Fabián Balbuena,2020,9,1,1,5,0,1,0,D,West Ham,810
533,Mark Noble,2020,5,0,0,0,0,0,0,M S,West Ham,81
534,Aaron Cresswell,2020,11,0,0,4,3,0,0,D,West Ham,990
706,Lukasz Fabianski,2020,11,0,0,0,0,0,0,GK,West Ham,990
1208,Felipe Anderson,2020,2,0,0,0,0,0,0,S,West Ham,2
1691,Robert Snodgrass,2020,1,0,0,0,0,0,0,S,West Ham,1
1760,Arthur Masuaku,2020,10,0,0,6,1,1,0,D,West Ham,857
3203,Issa Diop,2020,3,0,0,0,0,1,0,D S,West Ham,207
3585,Said Benrahma,2020,4,0,0,5,2,0,0,S,West Ham,76
5553,Declan Rice,2020,11,0,0,6,1,1,0,M,West Ham,990
6274,Andriy Yarmolenko,2020,5,0,0,4,0,1,0,S,West Ham,90
6424,Ben Johnson,2020,2,0,0,0,0,0,0,S,West Ham,44
6891,Ryan Fredericks,2020,3,0,0,0,1,2,0,D,West Ham,230
8965,Vladimir Coufal,2020,8,0,0,3,1,2,0,D,West Ham,716
453,Son Heung-Min,2020,11,10,10,21,3,0,0,F M,Tottenham,925
647,Harry Kane,2020,11,8,6,42,10,1,0,F,Tottenham,987
2251,Gareth Bale,2020,3,1,1,6,0,0,0,M S,Tottenham,111
3293,Lucas Moura,2020,10,1,1,5,0,0,0,F M S,Tottenham,372
3600,Serge Aurier,2020,5,1,1,5,1,0,0,D,Tottenham,450
5681,Giovani Lo Celso,2020,8,1,1,9,0,2,0,M S,Tottenham,297
5962,Tanguy NDombele Alvaro,2020,10,1,1,4,1,2,0,M S,Tottenham,567
343,Pierre-Emile Højbjerg,2020,11,0,0,3,1,1,0,M,Tottenham,990
637,Hugo Lloris,2020,11,0,0,0,0,0,0,GK,Tottenham,990
639,Toby Alderweireld,2020,7,0,0,1,0,0,0,D,Tottenham,623
643,Eric Dier,2020,10,0,0,3,0,0,0,D,Tottenham,900
644,Erik Lamela,2020,5,0,0,8,0,1,0,F M S,Tottenham,188
645,Dele Alli,2020,2,0,0,2,0,0,0,M S,Tottenham,64
660,Ben Davies,2020,8,0,0,1,0,0,0,D S,Tottenham,393
772,Moussa Sissoko,2020,9,0,0,0,0,1,0,M S,Tottenham,754
971,Harry Winks,2020,4,0,0,0,0,1,0,M S,Tottenham,255
6249,Davinson Sánchez,2020,4,0,0,3,0,0,0,D,Tottenham,360
6377,Joe Rodon,2020,4,0,0,0,0,0,0,D S,Tottenham,99
6852,Matt Doherty,2020,6,0,0,1,1,1,0,D,Tottenham,526
7187,Sergio Reguilón,2020,7,0,0,6,2,2,0,D,Tottenham,630
7395,Carlos Vinicius,2020,1,0,0,2,0,0,0,S,Tottenham,10
8300,Steven Bergwijn,2020,7,0,0,4,0,1,0,M S,Tottenham,403
3277,Alexandre Lacazette,2020,9,3,3,13,0,2,0,F S,Arsenal,586
318,Pierre-Emerick Aubameyang,2020,11,2,1,20,1,2,0,F,Arsenal,987
5613,Gabriel,2020,10,2,2,7,0,1,0,D,Arsenal,900
5656,Nicolas Pepe,2020,8,1,1,8,0,0,1,F M S,Arsenal,270
6482,Eddie Nketiah,2020,9,1,1,3,0,0,0,F S,Arsenal,151
7322,Bukayo Saka,2020,9,1,1,16,0,0,0,D F M S,Arsenal,728
181,Bernd Leno,2020,11,0,0,0,0,0,0,GK,Arsenal,990
204,Granit Xhaka,2020,9,0,0,6,0,2,0,D M S,Arsenal,683
342,Sead Kolasinac,2020,1,0,0,0,0,0,0,D,Arsenal,90
492,Héctor Bellerín,2020,11,0,0,2,2,4,0,D,Arsenal,976
496,Mohamed Elneny,2020,5,0,0,3,0,0,0,M,Arsenal,450
700,Willian,2020,10,0,0,7,3,0,0,F M,Arsenal,736
1676,David Luiz,2020,6,0,0,3,0,0,0,D S,Arsenal,378
1699,Shkodran Mustafi,2020,2,0,0,0,0,0,0,S,Arsenal,42
1749,Rob Holding,2020,8,0,0,2,0,2,0,D S,Arsenal,664
1750,Ainsley Maitland-Niles,2020,5,0,0,1,0,0,0,D S,Arsenal,187
2328,Thomas Partey,2020,5,0,0,5,0,1,0,M S,Arsenal,281
2446,Dani Ceballos,2020,10,0,0,4,1,1,0,M S,Arsenal,656
6492,Reiss Nelson,2020,2,0,0,1,0,0,0,S,Arsenal,59
6630,Joe Willock,2020,2,0,0,1,0,0,0,M,Arsenal,147
8089,Kieran Tierney,2020,10,0,0,4,0,1,0,D,Arsenal,893
468,Callum Wilson,2020,9,7,4,18,2,1,0,F,Newcastle United,793
87,Joelinton,2020,9,1,1,12,1,2,0,F M S,Newcastle United,483
101,Allan Saint-Maximin,2020,8,1,1,7,1,0,0,F M,Newcastle United,595
1746,Jeff Hendrick,2020,9,1,1,7,1,0,0,M,Newcastle United,769
6063,Jacob Murphy,2020,5,1,1,6,0,2,0,D M S,Newcastle United,363
76,Fabian Schär,2020,7,0,0,1,0,0,0,D S,Newcastle United,411
461,Matt Ritchie,2020,2,0,0,2,0,0,0,D S,Newcastle United,93
537,Andy Carroll,2020,7,0,0,6,0,0,0,F S,Newcastle United,179
708,Federico Fernández,2020,10,0,0,0,0,2,0,D,Newcastle United,900
766,Jamaal Lascelles,2020,8,0,0,3,0,1,0,D,Newcastle United,676
769,Jonjo Shelvey,2020,6,0,0,10,0,2,0,M,Newcastle United,527
780,Karl Darlow,2020,10,0,0,0,0,0,0,GK,Newcastle United,900
875,Ciaran Clark,2020,2,0,0,0,0,0,0,D,Newcastle United,180
1545,Emil Krafth,2020,2,0,0,0,0,1,0,D,Newcastle United,180
1683,Ryan Fraser,2020,5,0,0,1,0,0,0,M S,Newcastle United,180
1719,Javier Manquillo,2020,6,0,0,1,0,1,0,D S,Newcastle United,457
6062,Isaac Hayden,2020,7,0,0,2,0,3,0,D M S,Newcastle United,508
7078,Sean Longstaff,2020,7,0,0,5,0,2,0,M S,Newcastle United,372
7420,Miguel Almirón,2020,9,0,0,4,1,1,0,M S,Newcastle United,481
7691,Jamal Lewis,2020,10,0,0,1,0,3,0,D S,Newcastle United,828
8016,Matthew Longstaff,2020,1,0,0,0,0,0,0,S,Newcastle United,28
1250,Mohamed Salah,2020,10,9,5,38,2,0,0,F,Liverpool,876
6854,Diogo Jota,2020,9,5,5,20,0,0,0,F M S,Liverpool,496
838,Sadio Mané,2020,10,4,4,32,1,2,0,F M S,Liverpool,825
482,Roberto Firmino,2020,11,2,2,21,2,1,0,F M,Liverpool,895
332,Joel Matip,2020,5,1,1,3,0,1,0,D S,Liverpool,361
771,Georginio Wijnaldum,2020,11,1,1,10,0,0,0,M S,Liverpool,901
833,Virgil van Dijk,2020,5,1,1,4,0,1,0,D,Liverpool,370
1688,Andrew Robertson,2020,11,1,1,7,3,0,0,D,Liverpool,990
229,Thiago Alcántara,2020,2,0,0,3,0,0,0,M S,Liverpool,133
484,Divock Origi,2020,1,0,0,0,0,0,0,S,Liverpool,1
489,James Milner,2020,8,0,0,1,1,0,0,D M S,Liverpool,249
527,Adrián,2020,2,0,0,0,0,0,0,GK,Liverpool,180
605,Jordan Henderson,2020,8,0,0,7,1,0,0,M S,Liverpool,601
888,Xherdan Shaqiri,2020,2,0,0,0,1,0,0,S,Liverpool,46
987,Joseph Gomez,2020,7,0,0,0,0,0,0,D S,Liverpool,594
1257,Alisson,2020,8,0,0,0,0,1,0,GK,Liverpool,720
1791,Trent Alexander-Arnold,2020,9,0,0,13,1,1,0,D S,Liverpool,715
3420,Fabinho,2020,9,0,0,2,0,1,0,D M S,Liverpool,750
5247,Naby Keita,2020,6,0,0,7,0,0,0,M S,Liverpool,314
6665,Curtis Jones,2020,6,0,0,3,0,0,0,M S,Liverpool,314
7904,Caoimhin Kelleher,2020,1,0,0,0,0,0,0,GK,Liverpool,90
8204,Neco Williams,2020,3,0,0,0,0,1,0,D S,Liverpool,155
8228,Nathaniel Phillips,2020,2,0,0,0,0,0,0,D,Liverpool,180
8239,Takumi Minamino,2020,6,0,0,3,0,0,0,M S,Liverpool,140
750,Riyad Mahrez,2020,8,4,4,22,1,0,0,F M,Manchester City,687
618,Raheem Sterling,2020,9,3,3,20,1,1,0,F M S,Manchester City,730
447,Kevin De Bruyne,2020,9,2,0,34,6,0,0,M S,Manchester City,741
5543,Gabriel Jesus,2020,5,2,2,11,1,1,0,F,Manchester City,450
6055,Phil Foden,2020,8,2,2,12,1,0,0,M S,Manchester City,423
579,Nathan Aké,2020,4,1,1,1,0,2,0,D S,Manchester City,288
638,Kyle Walker,2020,9,1,1,7,1,1,0,D,Manchester City,799
3389,Benjamin Mendy,2020,5,1,1,2,0,2,0,D,Manchester City,432
6441,Ferrán Torres,2020,7,1,1,14,1,1,0,F M S,Manchester City,402
314,Ilkay Gündogan,2020,6,0,0,4,0,0,0,M S,Manchester City,389
586,John Stones,2020,3,0,0,1,0,0,0,D,Manchester City,270
614,Fernandinho,2020,5,0,0,5,0,0,0,M S,Manchester City,196
619,Sergio Agüero,2020,2,0,0,1,0,0,0,F,Manchester City,113
2379,João Cancelo,2020,6,0,0,4,1,1,0,D M,Manchester City,540
2496,Rodri,2020,10,0,0,9,0,2,0,M,Manchester City,858
2498,Aymeric Laporte,2020,4,0,0,2,0,1,0,D,Manchester City,360
2958,Oleksandr Zinchenko,2020,1,0,0,0,0,0,0,S,Manchester City,11
3635,Bernardo Silva,2020,6,0,0,3,0,0,0,M S,Manchester City,373
6054,Ederson,2020,10,0,0,0,0,0,0,GK,Manchester City,900
8045,Eric Garcia,2020,3,0,0,1,0,0,0,D S,Manchester City,198
8868,Liam Delap,2020,1,0,0,1,0,0,0,S,Manchester City,39
8961,Rúben Dias,2020,8,0,0,6,0,2,0,D,Manchester City,702
1228,Bruno Fernandes,2020,10,7,4,30,4,2,0,M S,Manchester United,797
556,Marcus Rashford,2020,10,3,3,24,4,1,0,F M S,Manchester United,843
3294,Edinson Cavani,2020,6,3,3,9,1,1,0,F S,Manchester United,165
1687,Harry Maguire,2020,10,1,1,15,0,2,0,D,Manchester United,900
1740,Paul Pogba,2020,8,1,1,6,0,0,0,M S,Manchester United,461
5584,Aaron Wan-Bissaka,2020,9,1,1,2,0,0,0,D,Manchester United,810
7490,Mason Greenwood,2020,7,1,1,15,0,1,0,F M S,Manchester United,415
8821,Donny van de Beek,2020,8,1,1,1,0,0,0,M S,Manchester United,212
546,David de Gea,2020,9,0,0,0,0,0,0,GK,Manchester United,768
549,Timothy Fosu-Mensah,2020,1,0,0,1,0,1,0,D,Manchester United,85
553,Anthony Martial,2020,6,0,0,9,0,0,1,F M,Manchester United,446
554,Juan Mata,2020,5,0,0,3,2,0,0,M S,Manchester United,326
573,Odion Ighalo,2020,1,0,0,0,0,0,0,S,Manchester United,5
697,Nemanja Matic,2020,6,0,0,2,0,1,0,M S,Manchester United,348
934,Axel Tuanzebe,2020,1,0,0,0,0,0,0,S,Manchester United,19
1006,Luke Shaw,2020,7,0,0,1,1,2,0,D,Manchester United,611
1739,Eric Bailly,2020,2,0,0,0,0,1,0,D S,Manchester United,95
1828,Alex Telles,2020,3,0,0,2,1,0,0,D,Manchester United,266
5560,Scott McTominay,2020,8,0,0,6,0,0,0,M S,Manchester United,580
5595,Daniel James,2020,3,0,0,6,0,1,0,M,Manchester United,188
6080,Victor Lindelöf,2020,9,0,0,1,0,0,0,D,Manchester United,810
6817,Fred,2020,8,0,0,6,0,3,0,M S,Manchester United,553
7702,Dean Henderson,2020,2,0,0,0,0,0,0,GK S,Manchester United,132
8075,Brandon Williams,2020,1,0,0,0,0,0,0,S,Manchester United,4
4456,Chris Wood,2020,10,2,2,19,0,0,0,F,Burnley,874
669,Ashley Westwood,2020,10,1,1,3,1,1,0,M,Burnley,900
789,Robbie Brady,2020,6,1,1,4,0,0,0,M S,Burnley,270
8481,Jimmy Dunne,2020,2,1,1,3,0,0,0,D,Burnley,180
844,Jay Rodriguez,2020,8,0,0,6,0,2,0,F M S,Burnley,407
857,Phil Bardsley,2020,3,0,0,3,0,2,0,D,Burnley,270
887,Erik Pieters,2020,4,0,0,1,0,0,0,D S,Burnley,168
1017,Matej Vydra,2020,6,0,0,4,0,0,0,F S,Burnley,130
1652,Matthew Lowton,2020,6,0,0,1,0,1,0,D,Burnley,540
1654,Ben Mee,2020,4,0,0,1,0,0,0,D,Burnley,360
1663,Johann Berg Gudmundsson,2020,4,0,0,4,0,0,0,M S,Burnley,242
1665,James Tarkowski,2020,8,0,0,7,0,1,0,D,Burnley,720
1747,Kevin Long,2020,6,0,0,1,0,2,0,D,Burnley,540
4422,Ashley Barnes,2020,7,0,0,11,0,1,0,F M S,Burnley,490
5552,Nick Pope,2020,9,0,0,0,0,0,0,GK,Burnley,810
6044,Charlie Taylor,2020,10,0,0,1,0,1,0,D,Burnley,900
6051,Dale Stephens,2020,3,0,0,2,0,0,0,M,Burnley,209
6756,Dwight McNeil,2020,10,0,0,8,1,1,0,M,Burnley,900
7383,Josh Benson,2020,2,0,0,2,0,0,0,M S,Burnley,91
8323,Josh Brownhill,2020,9,0,0,9,0,1,0,M,Burnley,810
8482,Bailey Peacock-Farrell,2020,1,0,0,0,0,0,0,GK,Burnley,90
3621,Neal Maupay,2020,10,4,2,26,1,0,0,F M S,Brighton,761
239,Pascal Groß,2020,10,2,0,9,2,1,0,M S,Brighton,511
6049,Solly March,2020,10,2,2,10,1,0,0,D M,Brighton,853
501,Danny Welbeck,2020,5,1,1,9,0,0,0,F S,Brighton,362
5609,Yves Bissouma,2020,10,1,1,15,0,4,1,M,Brighton,900
7698,Leandro Trossard,2020,9,1,1,18,1,1,0,F M S,Brighton,669
7991,Aaron Connolly,2020,8,1,1,9,1,0,0,F S,Brighton,425
8226,Tariq Lamptey,2020,10,1,1,6,1,2,1,D M,Brighton,824
8379,Alexis Mac Allister,2020,3,1,1,1,0,0,0,S,Brighton,37
486,Adam Lallana,2020,10,0,0,6,1,0,0,M S,Brighton,526
2385,Mat Ryan,2020,10,0,0,0,0,1,0,GK,Brighton,900
5245,Bernardo,2020,1,0,0,0,0,0,0,S,Brighton,21
6048,Lewis Dunk,2020,8,0,0,5,0,2,1,D,Brighton,720
6350,Jayson Molumby,2020,1,0,0,0,0,0,0,S,Brighton,1
6842,Alireza Jahanbakhsh,2020,6,0,0,4,1,1,0,S,Brighton,52
7298,Ben White,2020,11,0,0,1,0,2,0,D M,Brighton,975
7382,Dan Burn,2020,6,0,0,4,0,1,0,D S,Brighton,389
7699,Adam Webster,2020,11,0,0,9,0,1,0,D,Brighton,990
8020,Steven Alzate,2020,5,0,0,3,0,1,0,M S,Brighton,357
8780,Joël Veltman,2020,7,0,0,0,0,1,0,D M S,Brighton,529
9098,Robert Sánchez,2020,1,0,0,0,0,0,0,GK,Brighton,90
6827,Bobby Reid,2020,10,3,3,11,0,3,0,D F M S,Fulham,615
773,Aleksandar Mitrovic,2020,10,2,1,31,2,2,0,F S,Fulham,687
5556,Ademola Lookman,2020,8,2,2,20,1,1,0,F M S,Fulham,653
